name,post,address,lat,lng,monday,tuesday,wednesday,thursday,friday,saturday,sunday,tel,fax
ウエルシア上尾大谷本郷店,362-0044,埼玉県上尾市大谷本郷735-3,35.9582251,139.5827516,,,,,,,,048-783-9033,048-783-9034
ハート調剤薬局西千葉店,261-0001,千葉県千葉市美浜区幸町2-12-1,35.6210471,140.0928784,,,,,,,,043-204-7714,043-204-7715
サンキ薬局幸町店,190-0002,東京都立川市幸町3-2-3,35.7178282,139.4311324,,,,,,,,042-538-0222,042-538-0266
イオンスタイル徳島調剤薬局,770-0865,徳島県徳島市南末広町4-1,34.0614826,134.5743168,,,,,,,,088-611-8400,088-611-8401
オリーブ薬局,180-0013,東京都武蔵野市西久保3-2-22,35.7120832,139.5636175,,,,,,,,0422-50-5430,0422-50-5431
ユタカ薬局岩倉,482-0025,愛知県岩倉市大地新町1-72,35.2749267,136.8697521,,,,,,,,058-722-6086,0120-157-355
スギ薬局みどりが丘店,355-0315,埼玉県比企郡小川町みどりが丘2-8-1,36.0679162,139.2604517,,,,,,,,0493-53-6236,0493-53-6237
すずの木薬局,210-0825,神奈川県川崎市川崎区出来野7-19,35.5342513,139.739538,,,,,,,,044-201-8246,044-201-8247
アイン薬局小平店,187-0035,東京都小平市小川西町4-12-12　ｻﾝｴｲﾄONO1F,35.7372215,139.4616937,,,,,,,,042-349-0370,042-349-0371
グリーンタウン調剤薬局,329-0434,栃木県下野市祇園1-13-6　S･E･KBLD1階,36.3956688,139.8589161,,,,,,,,0285-44-0938,0285-44-0985
クスリのアオキ曽根薬局,959-0422,新潟県新潟市西蒲区曽根1493,37.7994763,138.9222439,,,,,,,,0256-77-8320,0120-380-757
ウェルシア沼田栄町店,378-0014,群馬県沼田市栄町221-3,36.6355756,139.0446619,,,,,,,,0278-30-3133,0278-30-3134
三栗薬局,144-0044,東京都大田区本羽田1-6-15,35.5482809,139.7291888,,,,,,,,03-5736-1538,03-5736-1539
日本調剤新大船薬局,247-0056,神奈川県鎌倉市大船2-24-27,35.352081,139.5368571,,,,,,,,0467-42-8931,0467-42-8932
日本調剤八幡山薬局,168-0074,東京都杉並区上高井戸1-8-2　Toyaﾋﾞﾙ5,35.6702187,139.6161936,,,,,,,,03-6379-8761,03-6379-8762
日本調剤南青山薬局,107-0062,東京都港区南青山1-1-1　新青山ﾋﾞﾙ西館1F,35.6725281,139.7247508,,,,,,,,03-3796-5371,03-3796-5377
調剤薬局ツルハドラッグ仙台大和町店,984-0042,宮城県仙台市若林区大和町1丁目268-5,38.2472011,140.9067122,,,,,,,,022-237-3268,022-237-3268
プラザ薬局洛西口店,617-0002,京都府向日市寺戸町八ノ坪122　洛西口ｸﾘﾆｯｸﾋﾞﾙ1階,34.9614471,135.7050708,,,,,,,,075-934-5088,075-934-5099
イオン薬局能代店,016-0825,秋田県能代市柳町11-1,40.2090776,140.024629,,,,,,,,0185-89-5015,0185-89-5016
くすりの福太郎東船橋駅前店,273-0002,千葉県船橋市東船橋4-31-20,35.69899,140.0045304,,,,,,,,047-411-0029,047-411-0029
かちどき薬局下馬店,154-0002,東京都世田谷区下馬6-31-20,35.6311396,139.6789392,,,,,,,,03-5486-2930,03-5486-2930
日本調剤旗の台駅前薬局,142-0064,東京都品川区旗の台3丁目11-11　旗の台会館1階,35.6050806,139.7039963,,,,,,,,03-6426-2450,03-6426-2451
見付山どんぐり薬局,567-0035,大阪府茨木市見付山1-4-5,34.8195673,135.5564741,,,,,,,,072-646-6482,072-665-8702
調剤薬局ツルハドラッグ早野店,297-0055,千葉県茂原市綱島885-1,35.4127201,140.2863625,,,,,,,,0475-36-5125,0475-36-5125
桜木薬局,861-2101,熊本県熊本市東区桜木4-17-16,32.7846005,130.7814285,,,,,,,,096-335-8508,096-367-7080
薬局くすりの福太郎ニュータウンメディカルモール店,270-1350,千葉県印西市中央北1-1-2F,35.804311,140.1160149,,,,,,,,0476-37-4429,0476-37-4474
日本調剤草津薬局,525-0037,滋賀県草津市西大路町7-7,35.0233769,135.9577051,,,,,,,,077-562-4539,077-562-9468
とどくすり薬局*,110-0016,東京都台東区台東1-24-1　燦坤日本電器ビル8F,35.701528,139.778785,,,,,,,,03-5812-4378,03-6704-5061
ヤックスドラッグいすみ岬薬局,299-4503,千葉県いすみ市岬町和泉2100-2,35.3126577,140.4026407,,,,,,,,0470-64-4611,0470-64-4612
薬局トモズアスタ田無店,188-0011,東京都西東京市田無町2－1－1　田無ｱｽﾀ2F,35.7281558,139.5403261,,,,,,,,042-460-2772,042-460-5255
日本調剤北千住薬局,120-0034,東京都足立区千住2-46　大室ビル1階,35.7492963,139.8025677,,,,,,,,03-5284-3831,03-5284-3832
ドラッグストアマツモトキヨシ矢切店,271-0097,千葉県松戸市栗山125-1,35.7569124,139.8990036,,,,,,,,047-368-3521,047-368-3521
スギ薬局所沢牛沼店,359-0026,埼玉県所沢市大字牛沼245-3,35.7929909,139.4824768,,,,,,,,04-2991-3251,04-2994-6227
ことく薬局,319-2105,茨城県那珂市古徳字中道397-12,36.4947175,140.4333999,,,,,,,,029-229-0306,029-229-0307
たんぽぽ薬局大崎店,141-0001,東京都品川区北品川5-4-1　大崎ﾌﾞﾗｲﾄﾌﾟﾗｻﾞ2階,35.6217787,139.7317929,,,,,,,,03-5798-4193,03-5798-4193
アイン薬局FujisawaSST店,251-0043,神奈川県藤沢市辻堂元町6-17-1,35.336569,139.4636477,,,,,,,,0466-52-5081,0466-52-5082
セキ薬局柏たなか店,277-0803,千葉県柏市小青田1-6-12,35.9082701,139.9557961,,,,,,,,04-7197-6460,04-7197-6460
ウエルシア松戸五香店,270-2213,千葉県松戸市五香4-21-1,35.7945857,139.9812005,,,,,,,,047-311-8035,047-311-8028
ツルハドラッグ千歳新富店,066-0037,北海道千歳市新富1-5-10,42.8319603,141.6378278,,,,,,,,0123-40-8910,0123-40-8910
日本調剤新取手薬局,302-0011,茨城県取手市井野1195-3,35.9106783,140.0698384,,,,,,,,0297-63-2190,029-763-2191
ハックドラッグ片倉コープ店,221-0865,神奈川県横浜市神奈川区片倉1-16-3　ｺｰﾌﾟかながわ片倉店2F,35.4865545,139.6043218,,,,,,,,045-488-5006,045-488-5007
日本調剤旭町薬局,277-0852,千葉県柏市旭町1-4-11,35.8628402,139.9683195,,,,,,,,04-7144-9752,04-7144-9753
ドラッグセイムス浦和三室薬局,336-0918,埼玉県さいたま市緑区松木2-1-11,35.8851915,139.6862718,,,,,,,,048-753-9701,048-753-9702
ウエルシア浦安日の出店,279-0013,千葉県浦安市日の出5-7-9,35.6410465,139.9302797,,,,,,,,047-700-7083,047-700-7084
金山さくら薬局,460-0022,愛知県名古屋市中区金山1-13-11先,35.1438142,136.9016243,,,,,,,,052-228-8961,052-228-8962
薬樹薬局エトモ池上,146-0082,東京都大田区池上6-3-10　ｴﾄﾓ池上2階,35.5723099,139.7035653,,,,,,,,03-5700-7555,03-5700-7556
薬局マツモトキヨシ初石店,270-0121,千葉県流山市西初石2-90-4,35.8853584,139.9167458,,,,,,,,04-7178-3600,04-7178-3600
セキ薬局新里町店,340-0031,埼玉県草加市新里町729-1,35.8161536,139.7827033,,,,,,,,048-969-4500,048-969-4500
はなまる薬局八潮店,340-0822,埼玉県八潮市大瀬5-1-15　SAIYU 3rd VILLAGE101,35.8063427,139.8466885,,,,,,,,048-994-1516,048-996-8794
ウイング薬局阪東橋店,232-0024,神奈川県横浜市南区浦舟町3-43-6ｱﾘｽﾋﾞﾙ1Ｆ,35.4342211,139.6269359,,,,,,,,045-315-5451,045-315-5452
日本調剤ときわ台薬局,174-0071,東京都板橋区常盤台1-2-3,35.7593687,139.6899609,,,,,,,,03-5914-6077,03-5914-6085
日本調剤明石町薬局,104-0044,東京都中央区明石町11-5,35.6670255,139.7754618,,,,,,,,03-5565-1493,03-5565-1494
日本調剤横浜山手薬局,231-0846,神奈川県横浜市中区大和町1-6-4　ﾋﾙｻｲﾄﾞ山手Ⅶ103,35.4302792,139.64762,,,,,,,,045-228-7540,045-228-7025
日本調剤昭和通薬局,403-0004,山梨県富士吉田市下吉田8-18-27,35.4936507,138.8092817,,,,,,,,0555-22-8511,0555-22-8512
ウエルシア熱海中央店,413-0015,静岡県熱海市中央町19-39　ﾏｯｸｽﾊﾞﾘｭ熱海店内,35.095548,139.070198,,,,,,,,0557-86-6686,0557-86-6687
中川薬局自由が丘駅前店,152-0035,東京都目黒区自由が丘1-7-13　ｸﾚｵﾋﾞﾙ105号室,35.6073563,139.6700059,,,,,,,,03-5726-9483,03-5726-9484
ウエルシア河口湖船津店,401-0301,山梨県南都留郡富士河口湖町船津2128-1,35.4963902,138.7640501,,,,,,,,0555-83-3802,0555-83-3803
新生堂薬局光の森店,869-1108,熊本県菊池郡菊陽町光の森3-12-5,32.86119,130.7819355,,,,,,,,096-285-7643,096-285-7645
いずみ薬局杉並店,168-0063,東京都杉並区和泉4-1-22　ﾊﾟｰｸﾎｰﾑｽﾞ杉並和泉ｻﾞﾚｼﾞﾃﾞﾝｽ,35.6786273,139.6568075,,,,,,,,03-6379-1103,03-6379-1104
城栄町薬局,852-8034,長崎県長崎市城栄町32-24,32.7755457,129.8545453,,,,,,,,095-842-1945,095-842-3006
ドラッグアカカベ長尾元町店,573-0163,大阪府枚方市長尾元町1-21-45,34.8249812,135.7075603,,,,,,,,072-866-4194,072-867-4193
そうごう薬局長尾店,573-0163,大阪府枚方市長尾元町2-22-1　TM-Ⅱﾋﾞﾙ1F,34.8247672,135.7095016,,,,,,,,072-856-1011,072-856-1012
日本調剤六浦薬局,236-0037,神奈川県横浜市金沢区六浦東1-22-24,35.3199122,139.6217506,,,,,,,,045-790-5033,045-790-5034
レディ薬局太田調剤薬局,761-8073,香川県高松市太田下町3007-3,34.3054395,134.0519221,,,,,,,,087-815-2552,087-815-2662
いずみ薬局,223-0061,神奈川県横浜市港北区日吉2-6-6　日吉壱番館1F,35.5552276,139.6455878,,,,,,,,045-560-0088,045-561-1811
つるた調剤薬局,038-3503,青森県北津軽郡鶴田町大字鶴田字早瀬24-1,40.7547149,140.4311523,,,,,,,,0173-23-1102,0173-23-1107
スギ薬局東みずほ台店,354-0015,埼玉県富士見市東みずほ台2-6-4,35.839842,139.5509313,,,,,,,,080-4176-8328,049-293-2563
スギ薬局おごと温泉駅前店,520-0248,滋賀県大津市仰木の里東1-1-8,35.0983294,135.8921225,,,,,,,,077-572-8582,077-572-8583
コスモス調剤薬局作新台店,262-0045,千葉県千葉市花見川区作新台4-12-1,35.692188,140.0800564,,,,,,,,0120-30-1860,0120-30-1886
さくら薬局プレックス店,349-0123,埼玉県蓮田市本町6-1　ﾌﾟﾚｯｸｽ蓮田ﾒﾃﾞｨｶﾙﾌﾟﾗｻﾞ内,35.9824285,139.652992,,,,,,,,048-731-8106 ,048-731-8107
クオール薬局恵比寿店,153-0062,東京都目黒区三田1-11-1　YTﾀﾅｶﾋﾞﾙ1F,35.6410983,139.7121396,,,,,,,,03-5721-8541,03-5721-8525
日本調剤清瀬南口薬局,204-0022,東京都清瀬市松山1-27-4,35.7704812,139.5184647,,,,,,,,042-497-2001,042-497-2002
日本調剤宮益坂薬局,150-0002,東京都渋谷区渋谷1-9-8　宮益坂ｾﾝｽﾋﾞﾙ1F,35.6600723,139.7046795,,,,,,,,03-5468-5681,03-5468-5689
スギ薬局河芸店,510-0303,三重県津市河芸町東千里大橋203-1,34.8036182,136.5620116,,,,,,,,070-1555-9707,059-244-2212
日生薬局築地店,104-0045,東京都中央区築地3-4-7,35.6682787,139.7736645,,,,,,,,03-6278-7301,03-6278-7302
阪神調剤薬局湘南藤沢店,252-0816,神奈川県藤沢市遠藤4360,35.3909522,139.4312069,,,,,,,,0466-52-7361,0466-52-7362
オレンジ薬局,441-0103,愛知県豊川市小坂井町道地105-1,34.7952306,137.3688197,,,,,,,,0533-78-5290,0533-78-5291
イロドリ薬局千年店,213-0022,神奈川県川崎市高津区千年623-1　小宮ﾋﾞﾙ,35.5766788,139.627587,,,,,,,,044-789-8145,044-789-8146
くわのは薬局,321-0945,栃木県宇都宮市宿郷3-15-2,36.5554027,139.9066812,,,,,,,,028-612-8283,028-612-8284
本田薬局目白台店,112-0015,東京都文京区目白台3-12-2,35.7153798,139.7248226,,,,,,,,03-3944-5474,03-3944-5476
ウエルシア薬局練馬平和台店,179-0083,東京都練馬区平和台4-26-8　ｻﾞ・ｸﾞﾗﾝﾃﾞｨｰﾙ平和台1-1F,35.7583622,139.6542274,,,,,,,,03-6906-4133,03-6906-4134
スギ薬局ラーレ東村山店,189-0003,東京都東村山市久米川町3-1-4,35.760608,139.474966,,,,,,,,042-399-2170,042-394-6701
アイン薬局久喜駅前店,346-0003,埼玉県久喜市久喜中央2-2-7,36.0650655,139.6764199,,,,,,,,0480-24-5593,0480-24-5592
サザン薬局,184-0004,東京都小金井市本町6-5-3　ｼｬﾄｰ小金井1F,35.6991734,139.5041802,,,,,,,,042-388-4229,042-388-4230
なの花薬局五戸東店,039-1511,青森県三戸郡五戸町鍜冶屋窪上ミ34-1,40.5240447,141.305988,,,,,,,,0178-61-1196,0178-61-1197
クリエイト薬局川崎宮崎台駅前店*,216-0033,神奈川県川崎市宮前区宮崎　2-10-8,35.586826,139.5908189,,,,,,,,044-871-6925,044-871-6333
スギ薬局今福鶴見店,538-0053,大阪府大阪市鶴見区鶴見3-6-16,34.7022181,135.5625344,,,,,,,,080-9458-6406,0800-919-7530
日本調剤鶴見駅前薬局,230-0051,神奈川県横浜市鶴見区鶴見中央4-1-3,35.5069983,139.6780087,,,,,,,,045-508-7561,045-508-7562
イオン薬局天王町店,240-0001,神奈川県横浜市保土ヶ谷区川辺町3-5,35.4581246,139.5989048,,,,,,,,045-338-1075,045-338-1076
クリエイト薬局新白根店,241-0002,神奈川県横浜市旭区上白根1-1-9,35.4891606,139.5408601,,,,,,,,045-959-6550,045-959-6551
日本調剤京大前薬局,606-8397,京都府京都市左京区聖護院川原町28,35.018371,135.7771391,,,,,,,,075-762-0660,075-762-0661
V・drug潮見が丘薬局,458-0037,愛知県名古屋市緑区潮見が丘1-71-1,35.0823971,136.9587097,,,,,,,,052-896-8631,052-896-8632
クオール薬局大和店,242-0029,神奈川県大和市上草柳1-3-1,35.4735606,139.456526,,,,,,,,046-264-0750,052-896-8632
ウエルシア菊川潮海寺店,439-0005,静岡県菊川市潮海寺40-1,34.764365,138.0955587,,,,,,,,0537-37-1353,0537-37-1354
ウエルシア菊川赤土店,437-1507,静岡県菊川市赤土1088,34.6935776,138.0936367,,,,,,,,0537-63-1137,0537-63-1138
調剤薬局ツルハドラッグ大和駅前店*,242-0017,神奈川県大和市大和東1-2-1　大和ｽｶｲﾋﾞﾙ1階,35.4705587,139.4615446,,,,,,,,046-265-3268,046-265-3268
あいぷらす薬局卯垣店,680-0074,鳥取県鳥取市卯垣4-101-1,35.4877959,134.2533892,,,,,,,,0857-38-2270,0857-38-2271
薬局トモズニューコースト新浦安店,279-0014,千葉県浦安市明海4-1-1　ﾆｭｰｺｰｽﾄ新浦安1F,35.6428194,139.9230816,,,,,,,,047-316-1040,047-381-0966
大和田らいふ薬局,910-0836,福井県福井市大和田2-422,36.0947106,136.2478507,,,,,,,,0776-50-7191,0776-50-7192
サンドラッグ東水元薬局,125-0033,東京都葛飾区東水元3-7-3,35.7849413,139.8657277,,,,,,,,03-6231-3913,03-6231-3913
ウエルシア鯖江上河端町店,916-0037,福井県鯖江市上河端町第3-25,35.9561425,136.1898851,,,,,,,,0778-54-3157,0778-54-3158
みやぎ台調剤薬局,989-3214,宮城県仙台市青葉区みやぎ台3-29-7,38.3117951,140.7687512,,,,,,,,022-355-7667,022-355-7668
日本調剤晴海薬局*,104-0053,東京都中央区晴海5-2-31　ららﾃﾗｽHARUMI FLAG 3階3140号室,35.6512699,139.7743843,,,,,,,,03-5534-8197,03-5534-8198
ドラッグセイムス三郷中央薬局,341-0038,埼玉県三郷市中央3-20-3,35.8288284,139.8776631,,,,,,,,048-949-5762,048-949-5763
ハックドラッグ宿河原薬局,214-0021,神奈川県川崎市多摩区宿河原7-16-5,35.6143629,139.5880881,,,,,,,,044-922-2750,044-922-2751
トモズグリーンマークシティ松戸新田店,270-2241,千葉県松戸市松戸新田245-26,35.7919152,139.9205926,,,,,,,,047-330-2201,047-330-2202
イオン薬局ナゴヤドーム前店,461-0048,愛知県名古屋市東区矢田南4-102-3　ｲｵﾝﾅｺﾞﾔﾄﾞｰﾑ前店１階,35.188925,136.9447062,,,,,,,,052-725-6450,052-725-6451
薬局トモズ武蔵小杉店,211-0063,神奈川県川崎市中原区小杉町3-432-4,35.574951,139.6583272,,,,,,,,044-819-7039,044-739-8008
アビック薬局新川町店,203-0013,東京都東久留米市新川町1-3-35,35.7599577,139.5346894,,,,,,,,042-420-7850,042-420-7851
そうごう薬局豊洲店,135-0061,東京都江東区豊洲5-6-29　ﾊﾟｰｸﾎｰﾑｽﾞ豊洲ｻﾞﾚｼﾞﾃﾞﾝｽ1F,35.651267,139.7972034,,,,,,,,03-6204-9521,03-6204-9522
コジャ薬局東店,906-0007,沖縄県宮古島市平良字東仲宗根566-1,24.8055992,125.2915629,,,,,,,,0980-72-6385,0980-72-6614
日本調剤曙橋薬局,162-0064,東京都新宿区市ヶ谷仲之町3-1　市ヶ谷仲之町ﾋﾙｽﾞｳｲﾝｸﾞ101号,35.694575,139.7244057,,,,,,,,03-5315-0167,03-5315-0168
すずらん薬局東所沢店,359-0021,埼玉県所沢市東所沢1-3-11　ｳﾁﾔﾏﾋﾞﾙ1Ｆ,35.7955507,139.5132654,,,,,,,,04-2945-1876,04-2945-1896
ヘルス薬局新富店,104-0041,東京都中央区新富2-14-5　Acn銀座ｲｰｽﾄﾋﾞﾙ1F,35.6705467,139.7749298,,,,,,,,03-6280-3418,03-6280-3419
アイセイ薬局三郷高州店*,341-0037,埼玉県三郷市高州1-181-2,35.7890588,139.8832542,,,,,,,,048-948-3310,048-956-4588
さくら調剤薬局アクロス店,810-0001,福岡県福岡市中央区天神1-1-1ｱｸﾛｽ福岡5F,33.5914542,130.4024354,,,,,,,,092-741-7535,092-400-2109
ウエルシア新潟寺尾店,950-2055,新潟県新潟市西区寺尾上6-1-6,37.8733103,138.9676123,,,,,,,,025-211-0551,025-211-0552
ツバサ薬局古川橋駅前店,571-0030,大阪府門真市末広町38-31　ﾓﾅﾘｻ1階B号室,34.7384989,135.5903414,,,,,,,,06-6907-1155,06-6907-1177
サンドラッグ三鷹牟礼薬局,181-0002,東京都三鷹市牟礼5-8-11　ｻﾝﾄﾞﾗｯｸﾞ三鷹牟礼店内,35.6825154,139.5791781,,,,,,,,0422-41-6255,0422-41-6255
あおば薬局八王子みなみ野店,192-0918,東京都八王子市兵衛1-3-1　ﾐｸﾘｽｼﾃｨ1F,35.6307511,139.3312308,,,,,,,,042-632-5051,042-632-5052
ファーマシー薬生堂,289-2141,千葉県匝瑳市八日市場ハ962-5,35.7045886,140.5582287,,,,,,,,0479-73-7277,0479-73-7278
ウエルシア薬局福岡大橋店,815-0033,福岡県福岡市南区大橋1-13-8,33.5578573,130.4267429,,,,,,,,092-554-3232,092-554-3233
日本調剤神楽坂薬局,162-0825,東京都新宿区神楽坂6-42　神楽坂喜多川ﾋﾞﾙ1Ｆ,35.7035818,139.7350857,,,,,,,,03-5579-8378,03-5579-8379
クリエイト薬局新磯野店,252-0325,神奈川県相模原市南区新磯野1-39-1,35.5079032,139.407616,,,,,,,,046-256-5011,046-256-5012
クリエイト薬局相模原東大沼店,252-0333,神奈川県相模原市南区東大沼3-30-22,35.5380093,139.4179334,,,,,,,,042-767-5313,042-767-5318
ウエルシア薬局姫路網干店,671-1234,兵庫県姫路市網干区新在家1361-1,34.7853028,134.5898943,,,,,,,,079-271-3666,079-271-3667
ココカラファイン薬局茶沢通り店,154-0004,東京都世田谷区太子堂2-16-7,35.6444251,139.6709597,,,,,,,,03-3487-2886,03-3487-2886
スギ薬局所沢山口店,359-1148,埼玉県所沢市小手指台23-1,35.7917067,139.4429465,,,,,,,,070-1378-3610,04-2928-6615
スギ薬局南永井町店,630-8443,奈良県奈良市南永井町400,34.654,135.8196805,,,,,,,,0742-93-9102,0742-93-9103
ぱぱす薬局神谷町店,105-0001,東京都港区虎ノ門3-17-1　TOKYU REIT虎ノ門ﾋﾞﾙ1階,35.6641723,139.7463502,,,,,,,,03-6687-3088,03-6687-3089
キリン堂押野店,921-8802,石川県野々市市押野6-62,36.5458335,136.6175769,,,,,,,,076-294-8806,076-294-8807
リフレ薬局あすと長町店,982-0003,宮城県仙台市太白区郡山1-15-5,38.2274115,140.8896582,,,,,,,,022-281-9750,022-281-9760
薬局すわの,830-0037,福岡県久留米市諏訪野町上牟田1779-13,33.3023423,130.5239927,,,,,,,,0942-46-6500,0942-46-6565
冨士薬局東十条店,114-0001,東京都北区東十条2-4-14,35.7625708,139.7295697,,,,,,,,03-5959-5600,03-5959-5611
ミネ薬局中野坂上店,164-0012,東京都中野区本町2-46-1　中野坂上ｻﾝﾌﾞﾗｲﾄﾂｲﾝ1F,35.6966864,139.6821243,,,,,,,,03-5350-8186,03-5350-8203
くしがた調剤薬局,959-2631,新潟県胎内市表町6-17-6,38.0491284,139.3986399,,,,,,,,0254-28-8015,0254-28-8016
雄飛堂薬局いわき医療センター前店,973-8402,福島県いわき市内郷御厩町久世原244-1,37.042256,140.8671876,,,,,,,,0246-38-6951,0246-38-6952
ウエルシア三鷹下連雀4丁目店,181-0013,東京都三鷹市下連雀4-14-28　1F,35.6936476,139.5616376,,,,,,,,0422-29-9787,0422-29-9843
関西調剤薬局福田店,599-8241,大阪府堺市中区福田549-7,34.5211753,135.5243176,,,,,,,,072-235-2070,072-235-2071
スギ薬局江東富岡店,135-0047,東京都江東区富岡2-6-11,35.6722699,139.8015487,,,,,,,,03-5875-8010,03-5875-8011
ドラッグセイムス仙台宮町薬局,980-0004,宮城県仙台市青葉区宮町1-1-59,38.2670238,140.8832817,,,,,,,,022-797-6552,022-797-6553
ツルハドラッグ仙台二の森店,983-0838,宮城県仙台市宮城野区二の森1-13,38.2785368,140.8962204,,,,,,,,022-301-7268,022-301-7268
アイン薬局とよとみ店,274-0053,千葉県船橋市豊富町699-1,35.7630589,140.0743418,,,,,,,,047-490-6670,047-490-6680
木場ライム薬局,135-0042,東京都江東区木場5-8-8,35.6711679,139.8083181,,,,,,,,03-3642-6206,03-3642-6445
共友調剤薬局本店,805-0041,福岡県北九州市八幡東区祝町2-1-10,33.8634381,130.8248764,,,,,,,,093-652-5488,093-653-0468
さくら薬局取手谷中店,300-1532,茨城県取手市谷中34-12,35.9202467,140.103907,,,,,,,,0297-71-6010,0297-71-6048
みどり調剤薬局,116-0014,東京都荒川区東日暮里4-20-7,35.7259921,139.7807642,,,,,,,,03-3891-6720,03-3891-6704
薬マツモトキヨシ小田急マルシェ相武台店,252-0011,神奈川県座間市相武台1-33-2,35.4994122,139.4082455,,,,,,,,046-256-5171,046-256-5171
木更津太陽堂薬局,292-0044,千葉県木更津市太田4-16-6,35.3757807,139.9456098,,,,,,,,0438-25-5252,0438-25-5252
スギ薬局鴻巣本町店,365-0038,埼玉県鴻巣市本町3-1-10　青木ﾊｲﾂ1階,36.0602693,139.5130069,,,,,,,,048-594-6852,048-594-6853
ウエルシア藤沢用田店,252-0821,神奈川県藤沢市用田599-1,35.4038268,139.4139552,,,,,,,,0466-48-6051,0466-48-6052
スギ薬局中町店,475-0855,愛知県半田市中町4-40,34.8876387,136.9257935,,,,,,,,080-3729-2777,0569-23-4867
スギ薬局青山店,475-0836,愛知県半田市青山4-1-4,34.8830241,136.9061109,,,,,,,,080-3697-4259,0569-26-3731
ウエルシア朝霞根岸台店,351-0005,埼玉県朝霞市根岸台6-8-57,35.7968605,139.605052,,,,,,,,048-451-5084,048-451-5086
ミドリ調剤薬局,329-0214,栃木県小山市乙女794-5,36.2518145,139.7461206,,,,,,,,0285-45-8860,0285-45-8861
サンドラッグ溝ノ口薬局,213-0001,神奈川県川崎市高津区溝口1-13-5,35.5999687,139.6135746,,,,,,,,044-833-0811,044-833-0811
ウエルシア薬局国分寺駅北口店,185-0012,東京都国分寺市本町2-2-1,35.7007739,139.4812604,,,,,,,,042-329-5077,042-329-5078
ザ・ビッグ昭島店薬局,196-0024,東京都昭島市宮沢町500-1,35.7161724,139.3730892,,,,,,,,042-500-7058,042-500-7037
セルフケア薬局nonowa西国分寺店,185-0013,東京都国分寺市西恋ケ窪2-1-18　nonowa西国分寺,35.6998646,139.4658529,,,,,,,,042-349-6693,042-349-6694
仁泉堂薬局,194-0013,東京都町田市原町田6-21-28　仁泉堂ﾋﾞﾙ1階,35.5431422,139.4476692,,,,,,,,042-722-3171,042-722-3208
サツドラ薬局屯田店,002-0859,札幌市北区屯田9条3-1-20　屯田ﾒﾃﾞｨｶﾙﾓｰﾙ1階,43.1419402,141.3417497,,,,,,,,011-774-6844,011-774-6875
調剤薬局ツルハドラッグ東札幌店*,003-0001,北海道札幌市白石区東札幌1条1-7-1,43.049529,141.3801252,,,,,,,,011-827-7707,011-827-7707
川崎コスモス薬局,210-0848,神奈川県川崎市川崎区京町2-16-3　ｴｽﾃ・ｽｸｴｱ川崎京町105,35.5133825,139.6965481,,,,,,,,044-355-6395,044-355-6477
スギ薬局道玄坂店,150-0043,東京都渋谷区道玄坂2-5-1　日拓渋谷駅前ﾋﾞﾙ3F,35.6593675,139.6996813,,,,,,,,090-8341-9757,03-6433-7553
栗林公園前薬局,760-0073,香川県高松市栗林町1-6-1,34.3309889,134.0465995,,,,,,,,087-832-0062,087-832-0073
日本調剤水戸中央薬局,310-0022,茨城県水戸市梅香1-2-5,36.3736878,140.4705373,,,,,,,,029-300-0013,029-300-0014
石川調剤薬局,130-0005,東京都墨田区東駒形1-19-3,35.7065498,139.7994609,,,,,,,,03-3621-3866,03-3621-3866
スギ薬局大森町店,143-0015,東京都大田区大森西3-31-8　ﾏﾙｴﾂ大森町店1階,35.5745275,139.7333315,,,,,,,,070-3166-4636,03-6410-8433
日本調剤新庄薬局,996-0002,山形県新庄市金沢字中関屋730-11,38.7635649,140.3157207,,,,,,,,0233-29-6805,0233-29-6806
ヤマザワ調剤薬局多賀城店,985-0865,宮城県多賀城市城南2-14-7,38.2977901,140.9915979,,,,,,,,022-762-5540,022-762-5541
安心薬局,431-1304,静岡県浜松市北区細江町中川7172-2695,34.7994724,137.6956919,,,,,,,,053-527-1000,053-527-1001
スギ薬局南浦和店,336-0017,埼玉県さいたま市南区南浦和3-35-4,35.8458567,139.6733574,,,,,,,,070-3191-9529,048-764-8853
調剤薬局ツルハドラッグ角田中央店,981-1505,宮城県角田市角田字町222-2,37.972623,140.7836238,,,,,,,,0224-63-0277,0224-63-0277
ドラッグセイムス川崎出来野店,210-0825,神奈川県川崎市川崎区出来野1-17　ﾒｿﾞﾝｾﾚｸﾄ,35.5326791,139.7392169,,,,,,,,044-742-9866,044-742-9867
スギ薬局青葉店,510-0839,三重県四日市市青葉町800-351,34.971938,136.5827149,,,,,,,,090-9104-6122,059-355-3227
有限会社松尾チェーン薬局枝光店,805-0008,福岡県北九州市八幡東区枝光本町1-1,33.8712428,130.8155227,,,,,,,,093-662-0783,093-647-8844
あけぼの薬局西白井店,270-1431,千葉県白井市根1970-1-1,35.7810158,140.0268511,,,,,,,,047-498-1189,047-498-4189
ウエルシア薬局浦安駅前店,279-0001,千葉県浦安市当代島1-1-23,35.6658519,139.8923586,,,,,,,,047-316-8648,047-316-8658
トモズ恵比寿ガーデンプレイス店,150-6090,東京都渋谷区恵比寿4-20-3　恵比寿ｶﾞｰﾃﾞﾝﾌﾟﾚｲｽｵﾌｨｽﾀﾜｰB1F,35.6424892,139.7138345,,,,,,,,03-5423-1189,03-5423-7036
